app,piece_style,previous_glyph,kind,sequence,classification_status,source_image,style_image,source_label,style_label,label_status
将棋クエスト,一文字駒,一文字,通常,11,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_11.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_11.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_11.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_11.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,12,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_12.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_12.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_12.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_12.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,13,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_13.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_13.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_13.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_13.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,14,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_14.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_14.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_14.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_14.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,15,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_15.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_15.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_15.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_15.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,16,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_16.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_16.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_16.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_16.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,17,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_17.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_17.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_17.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_17.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,18,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_18.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_18.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_18.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_18.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,19,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_19.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_19.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_19.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_19.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,20,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_20.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_20.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_20.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_20.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,21,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_21.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_21.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_21.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_21.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,22,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_22.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_22.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_22.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_22.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,23,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_23.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_23.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_23.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_23.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,24,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_24.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_24.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_24.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_24.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,25,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_25.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_25.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_25.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_25.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,26,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_26.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_26.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_26.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_26.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,27,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_27.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_27.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_27.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_27.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,28,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_28.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_28.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_28.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_28.json,教師ラベルあり
将棋クエスト,一文字駒,一文字,通常,29,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_29.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_29.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\一文字\将棋クエスト_一文字_通常_29.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\一文字駒\将棋クエスト_一文字駒_通常_29.json,教師ラベルあり
将棋クエスト,クラシック二文字駒,二文字,初期配置,01,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_初期配置_01.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_初期配置_01.png,,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_初期配置_01.json,暗黙の初期配置
将棋クエスト,クラシック二文字駒,二文字,通常,01,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_01.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_01.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_01.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_01.json,教師ラベルあり
将棋クエスト,クラシック二文字駒,二文字,通常,02,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_02.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_02.png,tools\samples\labels\boards_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_02.json,tools\samples\labels\boards_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_02.json,教師ラベルあり
将棋クエスト,クラシック二文字駒,二文字,通常,03,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_03.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_03.png,,,教師ラベルなし
将棋クエスト,クラシック二文字駒,二文字,通常,04,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_04.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_04.png,,,教師ラベルなし
将棋クエスト,クラシック二文字駒,二文字,通常,05,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_05.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_05.png,,,教師ラベルなし
将棋クエスト,クラシック二文字駒,二文字,通常,06,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_06.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_06.png,,,教師ラベルなし
将棋クエスト,クラシック二文字駒,二文字,通常,07,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_07.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_07.png,,,教師ラベルなし
将棋クエスト,クラシック二文字駒,二文字,通常,08,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_08.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_08.png,,,教師ラベルなし
将棋クエスト,クラシック二文字駒,二文字,通常,09,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_09.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_09.png,,,教師ラベルなし
将棋クエスト,クラシック二文字駒,二文字,通常,10,推定,tools\samples\screenshots_by_app_glyph\将棋クエスト\二文字\将棋クエスト_二文字_通常_10.png,tools\samples\screenshots_by_app_piece_style\将棋クエスト\クラシック二文字駒\将棋クエスト_クラシック二文字駒_通常_10.png,,,教師ラベルなし
